,title,anime_id,type,source,episodes,status,airing,duration,rating,score,scored_by,rank,popularity,members,favorites,licensor,0,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Hentai,Historical,Horror,Josei,Kids,Magic,Martial Arts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Space,Sports,Super Power,Supernatural,Thriller,Vampire,Yaoi,Yuri,year
13158,Detective Conan Movie 15: Quarter of Silence,9963,4,13,1,2,1,109.0,5,8.13,13710,396.0,2443,23520,18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13159,Time for Christmas,33887,1,7,1,2,1,4.0,5,5.41,50,8540.0,13007,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13160,Saiunkoku Monogatari Recaps,2193,3,15,9,2,1,25.0,6,7.4,905,2041.0,5435,3785,9,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13161,Irotoridori no Melody,37355,1,14,1,2,1,2.0,5,5.66,79,8079.0,11521,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13162,Dr. Typhoon,17307,5,15,1,2,1,45.0,6,6.71,17,10027.0,12293,132,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13163,Akira,47,4,13,1,2,1,124.0,1,8.16,190829,352.0,198,310133,5029,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13164,Gekitou! Crush Gear Turbo,3012,6,15,68,2,1,25.0,5,6.88,2016,3992.0,5503,3686,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2001
13165,Mother Teresa,26281,5,15,1,2,1,20.0,5,6.83,6,11335.0,13482,77,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13166,Ryuusei no Rockman,1835,6,11,55,2,1,10.0,4,7.23,3655,2696.0,3969,8303,73,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2006
13167,Persona 5 the Animation,36023,6,11,24,1,0,24.0,2,7.34,11332,2251.0,956,88444,310,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2018
13168,Future GPX Cyber Formula Saga,1394,5,15,8,2,1,30.0,1,7.55,561,1492.0,7713,1318,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
13169,Kakyuusei 2: Anthology,2139,5,12,2,2,1,30.0,3,6.1,439,0.0,7122,1767,6,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13170,Dark Blue,12995,5,12,2,2,1,30.0,3,6.1,1987,0.0,4876,4983,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13171,Kaede New Town,5799,4,14,1,2,1,28.0,4,5.54,196,8299.0,9816,422,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13172,Ki Renka,29679,4,14,1,2,1,4.0,5,4.2,46,10851.0,11983,149,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13173,Digimon Adventure Movie,2961,4,14,1,2,1,20.0,4,7.61,48221,1323.0,1123,73626,279,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13174,Lovely Movie: Itoshi no Muco Season 2,23901,6,13,22,2,1,2.0,4,6.06,72,7206.0,9679,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014
13175,Zhongguo Jingqi Xiansheng,33339,2,5,63,2,1,10.0,6,6.72,130,4685.0,8103,1103,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
13176,Kaitouranma The Animation,2483,5,15,2,2,1,30.0,6,6.1,617,7085.0,7218,1692,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13177,Ao no Exorcist: Kyoto Fujouou-hen OVA,34465,5,13,2,2,1,24.0,6,7.29,9202,2448.0,1966,34114,52,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13178,Shin Tennis no Ouji-sama Specials,13245,3,15,7,2,1,23.0,6,7.61,2621,1341.0,4281,6910,21,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
13179,Street Fighter II: Yomigaeru Fujiwara-Kyou - Toki wo Kaketa Fighter-tachi,17379,5,15,1,2,1,22.0,6,6.1,301,7095.0,8215,1034,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13180,Nekomonogatari: Kuro,15689,6,10,4,2,1,24.0,2,8.04,156843,512.0,271,253797,723,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012
13181,Nihon-ichi no Otoko no Tamashii,8890,6,15,16,2,1,10.0,1,6.31,59,6358.0,9301,564,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
13182,Free!: Dive to the Future,36704,6,14,12,0,1,25.523345765989777,6,0.0,0,0.0,2599,21165,32,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2018
13183,Hoshino-kun no Ni Rui-da,34707,4,14,1,2,1,25.523345765989777,5,7.4,5,10509.0,14193,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13184,Uchuu Senkan Yamato: Kanketsu-hen,3072,4,14,1,2,1,163.0,6,7.03,608,3478.0,6649,2199,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13185,Ari to Hato,21761,4,9,1,2,1,25.523345765989777,5,6.62,13,9630.0,12411,125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13186,Kyuukyoku no Chef wa Oishinbo Papa,7914,5,15,1,2,1,40.0,3,5.56,68,0.0,9983,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13187,Zero no Tsukaima,1195,6,10,13,2,1,23.0,6,7.54,272783,1543.0,94,461841,6761,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
13188,Sousei no Aquarion OVA,2170,5,14,2,2,1,54.0,1,7.13,3552,3101.0,3919,8532,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
13189,Ni-hiki no Sanma (1968),29701,4,14,1,2,1,13.0,5,5.19,136,8846.0,10785,252,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13190,No Doubt,35654,1,11,1,2,1,4.0,5,7.3,515,2437.0,8245,1019,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13191,Universal Mind,36063,1,7,1,2,1,3.0,5,3.79,39,12588.0,13592,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13192,Wizardry,1076,5,11,1,2,1,50.0,2,5.84,636,7718.0,7618,1387,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13193,Penguin no Mondai Movie,6063,4,15,1,2,1,23.0,5,4.31,13,11745.0,12262,132,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13194,8-gatsu no Symphony: Shibuya 2002-2003,6670,4,3,1,2,1,112.0,6,6.73,191,4609.0,8331,968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13195,Donyatsu,18755,4,13,12,2,1,2.0,5,6.18,1317,6828.0,6033,2903,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13196,Ongaku Sekai Ryokou,29435,6,14,4,2,1,5.0,5,3.0,5,11619.0,13371,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
13197,City Hunter,1470,6,13,51,2,1,25.0,6,7.99,9913,562.0,2204,27963,444,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1987
13198,Aoki Hagane no Arpeggio: Ars Nova DC,24919,4,13,1,2,1,105.0,6,7.54,7164,1516.0,2896,16932,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13199,Moeru! Oniisan (OVA),11959,5,13,2,2,1,35.0,0,5.76,21,11303.0,12123,140,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13200,Hello Kitty no Match Uri Shoujo,22487,5,15,1,2,1,10.0,5,6.45,50,5797.0,11179,205,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13201,Lovely Movie: Itoshi no Muco Specials,23899,3,15,3,2,1,2.0,4,5.26,34,11096.0,10853,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13202,Tomorrow&#039;s Song,5263,1,7,1,2,1,2.0,5,6.03,333,7296.0,9283,568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13203,Genji Tsuushin Agedama,8215,6,14,51,2,1,25.0,1,6.42,77,5913.0,9115,635,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
13204,Cocktail Prince: Making Love!!,33718,1,11,1,2,1,2.0,6,5.82,102,7753.0,10617,277,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13205,"Nee, Chanto Shiyou Yo!",3771,5,12,5,2,1,29.0,3,7.12,3039,0.0,4043,7966,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13206,Iizuka-senpai x Blazer: Ane Kyun! yori The Animation,34107,5,13,1,2,1,15.0,3,6.89,1148,0.0,6245,2660,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13207,Muku no Ki no Hanashi,29895,4,14,1,2,1,20.0,5,4.28,43,11353.0,12280,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13208,Arcade Gamer Fubuki,1596,5,14,4,2,1,29.0,6,5.35,1595,8602.0,5278,4079,7,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
13209,Hello Harinezumi: Satsui no Ryoubun,4756,5,13,1,2,1,51.0,1,6.48,691,5681.0,7254,1662,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13210,Succubu-ist Story The Animation,36137,5,13,1,2,1,15.0,3,6.53,600,0.0,6999,1882,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13211,Kyousou Giga (2012),15359,2,14,5,2,1,10.0,6,7.22,8829,2729.0,2661,20252,32,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13212,Pride,34118,2,14,1,2,1,2.0,5,5.4,84,8548.0,11614,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13213,Nulu-chan to Boku,20869,2,15,1,2,1,3.0,5,5.46,92,8439.0,11181,206,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13214,Kyou no 5 no 2 (TV),4903,6,13,13,2,1,23.0,6,7.27,10574,2527.0,2278,26459,36,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
13215,Ginga Teikoku no Metsubou Gaiden: Aoki Ookami-tachi no Densetsu,977,5,14,1,2,1,45.0,3,5.51,2680,0.0,4753,5379,14,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13216,Drive Agent Personal: Shiawase wo Mamoru Mono,36731,2,14,1,2,1,1.0,5,5.06,35,10030.0,12559,120,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13217,Nirvana,32468,1,14,1,2,1,4.0,5,7.04,1811,3420.0,5322,3978,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13218,Mahou no Mako-chan,4113,6,15,48,2,1,24.0,5,6.4,224,5993.0,8469,905,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1970
13219,Hanasaku Iroha: Home Sweet Home,14175,4,14,1,2,1,66.0,6,7.96,20620,597.0,1557,48569,49,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13220,Appaga Piryohae,4099,4,15,1,2,1,10.0,4,6.37,407,6101.0,8793,757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13221,Gosenzo San&#039;e,188,5,14,4,2,1,30.0,3,6.25,501,0.0,7373,1554,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13222,Joker Game: Kuroneko Yoru no Bouken,33129,3,8,2,2,1,4.0,2,6.69,3489,4799.0,3538,10986,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13223,Hana yori Dango (Movie),2071,4,15,1,2,1,30.0,6,6.5,2295,5601.0,4765,5326,14,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13224,Shutsugeki! Machine Robo Rescue,3098,6,15,53,2,1,23.0,4,6.91,301,3884.0,8566,858,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
13225,Teakamamire no Tenshi The Animation,35499,5,12,1,1,0,20.0,3,6.53,364,0.0,7410,1527,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13226,White Album 2nd Season,6165,6,12,13,2,1,25.0,6,6.98,12906,3659.0,2090,30644,48,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
13227,Rail Wars!,23309,6,10,12,2,1,24.0,1,6.45,50972,5812.0,778,111060,172,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
13228,Tennis no Ouji-sama: Pair Prince,10862,3,15,8,2,1,10.0,6,7.38,1436,2135.0,5388,3868,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
13229,Angel Cop,1351,5,14,6,2,1,30.0,1,5.99,2886,7364.0,4139,7552,37,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13230,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,15335,4,13,1,2,1,110.0,6,9.04,61010,11.0,826,105458,1395,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13231,Koisuru Tenshi Angelique: Chibi Character Adventure 2,8180,3,15,1,2,1,4.0,5,5.98,111,7398.0,9564,490,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13232,Nihon Animator Mihonichi,28149,2,14,35,2,1,7.0,1,7.5,6195,1640.0,2463,23284,68,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
13233,Konoyo no Hate de Koi wo Utau Shoujo YU-NO,34620,6,12,12,0,1,25.523345765989777,0,0.0,0,0.0,7389,1547,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13234,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,11577,4,12,1,2,1,90.0,6,8.58,166598,75.0,232,282422,1417,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13235,Eikoku Koi Monogatari Emma: Molders-hen,2035,6,13,12,2,1,25.0,5,7.99,7197,565.0,3070,14958,70,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2007
13236,New Hal & Bons,3517,5,15,9,2,1,6.0,6,5.31,68,8673.0,11017,222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13237,Freaky Highschool,35319,6,14,12,2,1,25.523345765989777,4,2.08,12,10103.0,11138,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
13238,SSSS.Gridman,35847,6,14,9,0,1,25.523345765989777,0,7.2903,0,0.0,4911,4891,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
13239,Puchitto Gargantia,18413,2,15,13,2,1,1.0,6,6.34,4135,6235.0,4029,8018,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13240,Fate/Zero Cafe,19165,4,15,1,2,1,31.0,5,5.96,2248,7429.0,3476,11441,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13241,Kamotori Gonbee,33177,4,9,1,2,1,15.0,5,4.0,23,10753.0,13557,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13242,Ajimu: Kaigan Monogatari,1734,2,14,4,2,1,28.0,6,6.44,4583,5833.0,3630,10332,19,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13243,Animegatari,30617,4,14,8,2,1,1.0,5,6.02,104,7300.0,6104,2817,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13244,Yarima Queen,1558,5,15,1,2,1,30.0,3,6.21,1212,0.0,6311,2585,16,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13245,A Kite,320,5,14,2,2,1,26.0,3,6.66,18934,0.0,1946,34622,143,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13246,Beautiful World,32311,1,14,1,2,1,2.0,5,6.63,1607,5051.0,6101,2825,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13247,Ojamajo Doremi Sharp,351,6,14,49,2,1,24.0,5,7.35,5396,2248.0,3606,10472,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2000
13248,Kamisama Hajimemashita: Kako-hen,30709,5,13,4,2,1,30.0,6,8.54,27168,87.0,1305,62185,517,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
13249,Hajime no Ippo: New Challenger,5258,6,13,26,2,1,23.0,6,8.73,77718,42.0,663,126037,1074,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2009
